Uploaded_variation,Location,SYMBOL,Gene,GO
rs1405122185,6:30801941-30801951,LINC00243,ENSG00000214894,-
rs886424,6:30814225-30814225,LINC00243,ENSG00000214894,-
rs2517578,6:30843488-30843488,LINC02570,ENSG00000237923,-
rs116020851,6:30954755-30954755,MUCL3,ENSG00000168631,GO:0016020:membrane
rs1462821813,6:30964521-30964542,NAPGP2,ENSG00000275906,-
rs1632863,6:31000992-31000992,-,-,-
rs1265057,6:31110838-31110838,CDSN,ENSG00000204539,"GO:0005576:extracellular_region,GO:0043589:skin_morphogenesis"
rs3130985,6:31117579-31117579,CDSN,ENSG00000204539,"GO:0005576:extracellular_region,GO:0043589:skin_morphogenesis"
rs3094669,6:31135418-31135418,PSORS1C2,ENSG00000204538,"GO:0003674:molecular_function,GO:0005515:protein_binding,GO:0005575:cellular_component,GO:0005576:extracellular_region,GO:0008150:biological_process"
rs116763857,6:31173705-31173705,POU5F1,ENSG00000204531,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000785:chromatin,GO:0000976:transcription_cis-regulatory_region_binding,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0000981:DNA-binding_transcription_factor_activity_-_RNA_polymerase_II-specific,GO:0000987:cis-regulatory_region_sequence-specific_DNA_binding,GO:0001227:DNA-binding_transcription_repressor_activity_-_RNA_polymerase_II-specific,GO:0001714:endodermal_cell_fate_specification,GO:0001824:blastocyst_development,GO:0003130:BMP_signaling_pathway_involved_in_heart_induction,GO:0003677:DNA_binding,GO:0003700:DNA-binding_transcription_factor_activity,GO:0003723:RNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005667:transcription_regulator_complex,GO:0005737:cytoplasm,GO:0005739:mitochondrion,GO:0005829:cytosol,GO:0006351:DNA-templated_transcription,GO:0006355:regulation_of_DNA-templated_transcription,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0009611:response_to_wounding,GO:0009653:anatomical_structure_morphogenesis,GO:0009786:regulation_of_asymmetric_cell_division,GO:0010468:regulation_of_gene_expression,GO:0010628:positive_regulation_of_gene_expression,GO:0010629:negative_regulation_of_gene_expression,GO:0019955:cytokine_binding,GO:0031625:ubiquitin_protein_ligase_binding,GO:0035019:somatic_stem_cell_population_maintenance,GO:0035198:miRNA_binding,GO:0043565:sequence-specific_DNA_binding,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0060391:positive_regulation_of_SMAD_protein_signal_transduction,GO:0060795:cell_fate_commitment_involved_in_formation_of_primary_germ_layer,GO:0060913:cardiac_cell_fate_determination,GO:0060965:negative_regulation_of_miRNA-mediated_gene_silencing,GO:0061629:RNA_polymerase_II-specific_DNA-binding_transcription_factor_binding,GO:0090081:regulation_of_heart_induction_by_regulation_of_canonical_Wnt_signaling_pathway,GO:0090263:positive_regulation_of_canonical_Wnt_signaling_pathway,GO:0090308:regulation_of_DNA_methylation-dependent_heterochromatin_formation,GO:1902894:negative_regulation_of_miRNA_transcription,GO:1990837:sequence-specific_double-stranded_DNA_binding"
rs1793894,6:31229085-31229085,-,ENSG00000255899,-
rs6930376,6:31275040-31275040,HLA-C,ENSG00000204525,"GO:0000139:Golgi_membrane,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002474:antigen_processing_and_presentation_of_peptide_antigen_via_MHC_class_I,GO:0002486:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_I_via_ER_pathway_-_TAP-independent,GO:0005515:protein_binding,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005794:Golgi_apparatus,GO:0005886:plasma_membrane,GO:0006955:immune_response,GO:0009986:cell_surface,GO:0012507:ER_to_Golgi_transport_vesicle_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0030667:secretory_granule_membrane,GO:0030670:phagocytic_vesicle_membrane,GO:0031901:early_endosome_membrane,GO:0042605:peptide_antigen_binding,GO:0042612:MHC_class_I_protein_complex,GO:0045087:innate_immune_response,GO:0046977:TAP_binding,GO:0055038:recycling_endosome_membrane,GO:0070062:extracellular_exosome,GO:0098553:lumenal_side_of_endoplasmic_reticulum_membrane"
rs9264758,6:31280657-31280657,RPL3P2,ENSG00000227939,-
rs2524054,6:31284619-31284619,WASF5P,ENSG00000231402,-
rs1451199489,6:31348916-31348925,HLA-B,ENSG00000234745,"GO:0000139:Golgi_membrane,GO:0001916:positive_regulation_of_T_cell_mediated_cytotoxicity,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002474:antigen_processing_and_presentation_of_peptide_antigen_via_MHC_class_I,GO:0002486:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_I_via_ER_pathway_-_TAP-independent,GO:0002667:regulation_of_T_cell_anergy,GO:0005102:signaling_receptor_binding,GO:0005515:protein_binding,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005794:Golgi_apparatus,GO:0005886:plasma_membrane,GO:0006952:defense_response,GO:0006955:immune_response,GO:0009986:cell_surface,GO:0012507:ER_to_Golgi_transport_vesicle_membrane,GO:0016020:membrane,GO:0016045:detection_of_bacterium,GO:0019882:antigen_processing_and_presentation,GO:0030667:secretory_granule_membrane,GO:0030670:phagocytic_vesicle_membrane,GO:0031901:early_endosome_membrane,GO:0032655:regulation_of_interleukin-12_production,GO:0032675:regulation_of_interleukin-6_production,GO:0042270:protection_from_natural_killer_cell_mediated_cytotoxicity,GO:0042605:peptide_antigen_binding,GO:0042612:MHC_class_I_protein_complex,GO:0045087:innate_immune_response,GO:0046977:TAP_binding,GO:0051087:chaperone_binding,GO:0055038:recycling_endosome_membrane,GO:0070062:extracellular_exosome,GO:0098553:lumenal_side_of_endoplasmic_reticulum_membrane,GO:2001198:regulation_of_dendritic_cell_differentiation"
rs2523466,6:31395249-31395249,-,ENSG00000272221,-
rs2251396,6:31396930-31396930,-,ENSG00000272221,-
rs9501130,6:31449679-31449679,LINC01149,ENSG00000230174,-
rs3130614,6:31508681-31508681,MICB,ENSG00000204516,"GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002429:immune_response-activating_cell_surface_receptor_signaling_pathway,GO:0005615:extracellular_space,GO:0005886:plasma_membrane,GO:0006979:response_to_oxidative_stress,GO:0009408:response_to_heat,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0016020:membrane,GO:0019835:cytolysis,GO:0032526:response_to_retinoic_acid,GO:0046629:gamma-delta_T_cell_activation,GO:0046703:natural_killer_cell_lectin-like_receptor_binding,GO:0050689:negative_regulation_of_defense_response_to_virus_by_host"
rs2516491,6:31517324-31517324,PPIAP9,ENSG00000219797,-
rs3093664,6:31576865-31576865,TNF,ENSG00000232810,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000165:MAPK_cascade,GO:0000976:transcription_cis-regulatory_region_binding,GO:0001666:response_to_hypoxia,GO:0001774:microglial_cell_activation,GO:0001775:cell_activation,GO:0001819:positive_regulation_of_cytokine_production,GO:0001891:phagocytic_cup,GO:0001932:regulation_of_protein_phosphorylation,GO:0001934:positive_regulation_of_protein_phosphorylation,GO:0001937:negative_regulation_of_endothelial_cell_proliferation,GO:0002020:protease_binding,GO:0002037:negative_regulation_of_L-glutamate_import_across_plasma_membrane,GO:0002281:macrophage_activation_involved_in_immune_response,GO:0002439:chronic_inflammatory_response_to_antigenic_stimulus,GO:0002523:leukocyte_migration_involved_in_inflammatory_response,GO:0002526:acute_inflammatory_response,GO:0002637:regulation_of_immunoglobulin_production,GO:0002719:negative_regulation_of_cytokine_production_involved_in_immune_response,GO:0002876:positive_regulation_of_chronic_inflammatory_response_to_antigenic_stimulus,GO:0002925:positive_regulation_of_humoral_immune_response_mediated_by_circulating_immunoglobulin,GO:0003009:skeletal_muscle_contraction,GO:0003085:negative_regulation_of_systemic_arterial_blood_pressure,GO:0005102:signaling_receptor_binding,GO:0005125:cytokine_activity,GO:0005164:tumor_necrosis_factor_receptor_binding,GO:0005515:protein_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0005737:cytoplasm,GO:0005886:plasma_membrane,GO:0006006:glucose_metabolic_process,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0006915:apoptotic_process,GO:0006919:activation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process,GO:0006952:defense_response,GO:0006954:inflammatory_response,GO:0006955:immune_response,GO:0006959:humoral_immune_response,GO:0007154:cell_communication,GO:0007165:signal_transduction,GO:0007249:I-kappaB_kinase/NF-kappaB_signaling,GO:0007254:JNK_cascade,GO:0007623:circadian_rhythm,GO:0008285:negative_regulation_of_cell_population_proliferation,GO:0008625:extrinsic_apoptotic_signaling_pathway_via_death_domain_receptors,GO:0008630:intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage,GO:0009314:response_to_radiation,GO:0009410:response_to_xenobiotic_stimulus,GO:0009612:response_to_mechanical_stimulus,GO:0009615:response_to_virus,GO:0009617:response_to_bacterium,GO:0009651:response_to_salt_stress,GO:0009750:response_to_fructose,GO:0009887:animal_organ_morphogenesis,GO:0009897:external_side_of_plasma_membrane,GO:0009986:cell_surface,GO:0010033:response_to_organic_substance,GO:0010459:negative_regulation_of_heart_rate,GO:0010573:vascular_endothelial_growth_factor_production,GO:0010628:positive_regulation_of_gene_expression,GO:0010629:negative_regulation_of_gene_expression,GO:0010693:negative_regulation_of_alkaline_phosphatase_activity,GO:0010888:negative_regulation_of_lipid_storage,GO:0014068:positive_regulation_of_phosphatidylinositol_3-kinase_signaling,GO:0014070:response_to_organic_cyclic_compound,GO:0014823:response_to_activity,GO:0016020:membrane,GO:0019722:calcium-mediated_signaling,GO:0023052:signaling,GO:0030198:extracellular_matrix_organization,GO:0030316:osteoclast_differentiation,GO:0030730:sequestering_of_triglyceride,GO:0030866:cortical_actin_cytoskeleton_organization,GO:0031334:positive_regulation_of_protein-containing_complex_assembly,GO:0031622:positive_regulation_of_fever_generation,GO:0031642:negative_regulation_of_myelination,GO:0031663:lipopolysaccharide-mediated_signaling_pathway,GO:0031667:response_to_nutrient_levels,GO:0032496:response_to_lipopolysaccharide,GO:0032715:negative_regulation_of_interleukin-6_production,GO:0032722:positive_regulation_of_chemokine_production,GO:0032724:positive_regulation_of_fractalkine_production,GO:0032729:positive_regulation_of_interferon-gamma_production,GO:0032731:positive_regulation_of_interleukin-1_beta_production,GO:0032741:positive_regulation_of_interleukin-18_production,GO:0032755:positive_regulation_of_interleukin-6_production,GO:0032757:positive_regulation_of_interleukin-8_production,GO:0033138:positive_regulation_of_peptidyl-serine_phosphorylation,GO:0033209:tumor_necrosis_factor-mediated_signaling_pathway,GO:0034116:positive_regulation_of_heterotypic_cell-cell_adhesion,GO:0034138:toll-like_receptor_3_signaling_pathway,GO:0035509:negative_regulation_of_myosin-light-chain-phosphatase_activity,GO:0035900:response_to_isolation_stress,GO:0036005:response_to_macrophage_colony-stimulating_factor,GO:0042127:regulation_of_cell_population_proliferation,GO:0042311:vasodilation,GO:0042531:positive_regulation_of_tyrosine_phosphorylation_of_STAT_protein,GO:0042742:defense_response_to_bacterium,GO:0042802:identical_protein_binding,GO:0043025:neuronal_cell_body,GO:0043065:positive_regulation_of_apoptotic_process,GO:0043066:negative_regulation_of_apoptotic_process,GO:0043068:positive_regulation_of_programmed_cell_death,GO:0043122:regulation_of_I-kappaB_kinase/NF-kappaB_signaling,GO:0043123:positive_regulation_of_I-kappaB_kinase/NF-kappaB_signaling,GO:0043154:negative_regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process,GO:0043242:negative_regulation_of_protein-containing_complex_disassembly,GO:0043243:positive_regulation_of_protein-containing_complex_disassembly,GO:0043280:positive_regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process,GO:0043406:positive_regulation_of_MAP_kinase_activity,GO:0043410:positive_regulation_of_MAPK_cascade,GO:0043491:protein_kinase_B_signaling,GO:0043507:positive_regulation_of_JUN_kinase_activity,GO:0043525:positive_regulation_of_neuron_apoptotic_process,GO:0043537:negative_regulation_of_blood_vessel_endothelial_cell_migration,GO:0045071:negative_regulation_of_viral_genome_replication,GO:0045121:membrane_raft,GO:0045123:cellular_extravasation,GO:0045429:positive_regulation_of_nitric_oxide_biosynthetic_process,GO:0045471:response_to_ethanol,GO:0045598:regulation_of_fat_cell_differentiation,GO:0045599:negative_regulation_of_fat_cell_differentiation,GO:0045662:negative_regulation_of_myoblast_differentiation,GO:0045668:negative_regulation_of_osteoblast_differentiation,GO:0045670:regulation_of_osteoclast_differentiation,GO:0045672:positive_regulation_of_osteoclast_differentiation,GO:0045732:positive_regulation_of_protein_catabolic_process,GO:0045760:positive_regulation_of_action_potential,GO:0045785:positive_regulation_of_cell_adhesion,GO:0045840:positive_regulation_of_mitotic_nuclear_division,GO:0045892:negative_regulation_of_DNA-templated_transcription,GO:0045893:positive_regulation_of_DNA-templated_transcription,GO:0045930:negative_regulation_of_mitotic_cell_cycle,GO:0045944:positive_regulation_of_transcription_by_RNA_polymerase_II,GO:0045994:positive_regulation_of_translational_initiation_by_iron,GO:0046325:negative_regulation_of_glucose_import,GO:0046330:positive_regulation_of_JNK_cascade,GO:0046427:positive_regulation_of_receptor_signaling_pathway_via_JAK-STAT,GO:0048143:astrocyte_activation,GO:0048566:embryonic_digestive_tract_development,GO:0048661:positive_regulation_of_smooth_muscle_cell_proliferation,GO:0050708:regulation_of_protein_secretion,GO:0050727:regulation_of_inflammatory_response,GO:0050729:positive_regulation_of_inflammatory_response,GO:0050766:positive_regulation_of_phagocytosis,GO:0050768:negative_regulation_of_neurogenesis,GO:0050793:regulation_of_developmental_process,GO:0050796:regulation_of_insulin_secretion,GO:0050806:positive_regulation_of_synaptic_transmission,GO:0050807:regulation_of_synapse_organization,GO:0050830:defense_response_to_Gram-positive_bacterium,GO:0050890:cognition,GO:0050900:leukocyte_migration,GO:0050901:leukocyte_tethering_or_rolling,GO:0050966:detection_of_mechanical_stimulus_involved_in_sensory_perception_of_pain,GO:0050995:negative_regulation_of_lipid_catabolic_process,GO:0051000:positive_regulation_of_nitric-oxide_synthase_activity,GO:0051044:positive_regulation_of_membrane_protein_ectodomain_proteolysis,GO:0051046:regulation_of_secretion,GO:0051091:positive_regulation_of_DNA-binding_transcription_factor_activity,GO:0051092:positive_regulation_of_NF-kappaB_transcription_factor_activity,GO:0051173:positive_regulation_of_nitrogen_compound_metabolic_process,GO:0051222:positive_regulation_of_protein_transport,GO:0051239:regulation_of_multicellular_organismal_process,GO:0051384:response_to_glucocorticoid,GO:0051798:positive_regulation_of_hair_follicle_development,GO:0051897:positive_regulation_of_protein_kinase_B_signaling,GO:0051966:regulation_of_synaptic_transmission_-_glutamatergic,GO:0055037:recycling_endosome,GO:0060252:positive_regulation_of_glial_cell_proliferation,GO:0060557:positive_regulation_of_vitamin_D_biosynthetic_process,GO:0060559:positive_regulation_of_calcidiol_1-monooxygenase_activity,GO:0060664:epithelial_cell_proliferation_involved_in_salivary_gland_morphogenesis,GO:0060693:regulation_of_branching_involved_in_salivary_gland_morphogenesis,GO:0061044:negative_regulation_of_vascular_wound_healing,GO:0061048:negative_regulation_of_branching_involved_in_lung_morphogenesis,GO:0065008:regulation_of_biological_quality,GO:0070374:positive_regulation_of_ERK1_and_ERK2_cascade,GO:0070886:positive_regulation_of_calcineurin-NFAT_signaling_cascade,GO:0071219:cellular_response_to_molecule_of_bacterial_origin,GO:0071222:cellular_response_to_lipopolysaccharide,GO:0071230:cellular_response_to_amino_acid_stimulus,GO:0071300:cellular_response_to_retinoic_acid,GO:0071316:cellular_response_to_nicotine,GO:0071346:cellular_response_to_interferon-gamma,GO:0071407:cellular_response_to_organic_cyclic_compound,GO:0071677:positive_regulation_of_mononuclear_cell_migration,GO:0071803:positive_regulation_of_podosome_assembly,GO:0072577:endothelial_cell_apoptotic_process,GO:0072659:protein_localization_to_plasma_membrane,GO:0090324:negative_regulation_of_oxidative_phosphorylation,GO:0097190:apoptotic_signaling_pathway,GO:0097191:extrinsic_apoptotic_signaling_pathway,GO:0097237:cellular_response_to_toxic_substance,GO:0097421:liver_regeneration,GO:0097527:necroptotic_signaling_pathway,GO:0120190:negative_regulation_of_bile_acid_secretion,GO:0140460:response_to_Gram-negative_bacterium,GO:0150078:positive_regulation_of_neuroinflammatory_response,GO:0150129:positive_regulation_of_interleukin-33_production,GO:1900017:positive_regulation_of_cytokine_production_involved_in_inflammatory_response,GO:1900222:negative_regulation_of_amyloid-beta_clearance,GO:1901224:positive_regulation_of_NIK/NF-kappaB_signaling,GO:1901554:response_to_paracetamol,GO:1901647:positive_regulation_of_synoviocyte_proliferation,GO:1901671:positive_regulation_of_superoxide_dismutase_activity,GO:1902004:positive_regulation_of_amyloid-beta_formation,GO:1902565:positive_regulation_of_neutrophil_activation,GO:1902895:positive_regulation_of_miRNA_transcription,GO:1903078:positive_regulation_of_protein_localization_to_plasma_membrane,GO:1903140:regulation_of_establishment_of_endothelial_barrier,GO:1903223:positive_regulation_of_oxidative_stress-induced_neuron_death,GO:1903347:negative_regulation_of_bicellular_tight_junction_assembly,GO:1903721:positive_regulation_of_I-kappaB_phosphorylation,GO:1904646:cellular_response_to_amyloid-beta,GO:1904707:positive_regulation_of_vascular_associated_smooth_muscle_cell_proliferation,GO:1904996:positive_regulation_of_leukocyte_adhesion_to_vascular_endothelial_cell,GO:1904999:positive_regulation_of_leukocyte_adhesion_to_arterial_endothelial_cell,GO:1905242:response_to_3-3'-5-triiodo-L-thyronine,GO:1990268:response_to_gold_nanoparticle,GO:2000010:positive_regulation_of_protein_localization_to_cell_surface,GO:2000272:negative_regulation_of_signaling_receptor_activity,GO:2000334:positive_regulation_of_blood_microparticle_formation,GO:2000343:positive_regulation_of_chemokine_(C-X-C_motif)_ligand_2_production,GO:2000347:positive_regulation_of_hepatocyte_proliferation,GO:2000351:regulation_of_endothelial_cell_apoptotic_process,GO:2000377:regulation_of_reactive_oxygen_species_metabolic_process,GO:2000573:positive_regulation_of_DNA_biosynthetic_process,GO:2001234:negative_regulation_of_apoptotic_signaling_pathway,GO:2001238:positive_regulation_of_extrinsic_apoptotic_signaling_pathway,GO:2001240:negative_regulation_of_extrinsic_apoptotic_signaling_pathway_in_absence_of_ligand,GO:2001272:positive_regulation_of_cysteine-type_endopeptidase_activity_involved_in_execution_phase_of_apoptosis"
rs2857595,6:31600692-31600692,-,-,-
rs3132450,6:31628361-31628361,PRRC2A,ENSG00000204469,"GO:0003723:RNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0016020:membrane,GO:0030154:cell_differentiation,GO:0070062:extracellular_exosome"
rs11229,6:31635993-31635993,PRRC2A,ENSG00000204469,"GO:0003723:RNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0005886:plasma_membrane,GO:0016020:membrane,GO:0030154:cell_differentiation,GO:0070062:extracellular_exosome"
rs376621269,6:31799896-31799896,LSM2,ENSG00000204392,"GO:0000244:spliceosomal_tri-snRNP_complex_assembly,GO:0000398:mRNA_splicing_-_via_spliceosome,GO:0000932:P-body,GO:0003723:RNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0005681:spliceosomal_complex,GO:0005688:U6_snRNP,GO:0005737:cytoplasm,GO:0005829:cytosol,GO:0006397:mRNA_processing,GO:0006402:mRNA_catabolic_process,GO:0008380:RNA_splicing,GO:0017070:U6_snRNA_binding,GO:0031267:small_GTPase_binding,GO:0046540:U4/U6_x_U5_tri-snRNP_complex,GO:0071005:U2-type_precatalytic_spliceosome,GO:0071011:precatalytic_spliceosome,GO:0071013:catalytic_step_2_spliceosome,GO:0120115:Lsm2-8_complex,GO:1990726:Lsm1-7-Pat1_complex,GO:1990904:ribonucleoprotein_complex"
rs558702,6:31902549-31902549,ZBTB12,ENSG00000204366,"GO:0000122:negative_regulation_of_transcription_by_RNA_polymerase_II,GO:0000978:RNA_polymerase_II_cis-regulatory_region_sequence-specific_DNA_binding,GO:0001227:DNA-binding_transcription_repressor_activity_-_RNA_polymerase_II-specific,GO:0003677:DNA_binding,GO:0005515:protein_binding,GO:0005634:nucleus,GO:0005654:nucleoplasm,GO:0006357:regulation_of_transcription_by_RNA_polymerase_II,GO:0046872:metal_ion_binding,GO:1990837:sequence-specific_double-stranded_DNA_binding"
rs1270942,6:31951083-31951083,CFB,ENSG00000243649,"GO:0001848:complement_binding,GO:0002376:immune_system_process,GO:0004252:serine-type_endopeptidase_activity,GO:0005515:protein_binding,GO:0005576:extracellular_region,GO:0005601:classical-complement-pathway_C3/C5_convertase_complex,GO:0005615:extracellular_space,GO:0005886:plasma_membrane,GO:0006508:proteolysis,GO:0006956:complement_activation,GO:0006957:complement_activation_-_alternative_pathway,GO:0008233:peptidase_activity,GO:0008236:serine-type_peptidase_activity,GO:0009617:response_to_bacterium,GO:0016787:hydrolase_activity,GO:0045087:innate_immune_response,GO:0070062:extracellular_exosome,GO:0072562:blood_microparticle"
rs1150757,6:32061428-32061428,TNXB,ENSG00000168477,"GO:0005178:integrin_binding,GO:0005201:extracellular_matrix_structural_constituent,GO:0005515:protein_binding,GO:0005518:collagen_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0006629:lipid_metabolic_process,GO:0006631:fatty_acid_metabolic_process,GO:0006641:triglyceride_metabolic_process,GO:0007155:cell_adhesion,GO:0007160:cell-matrix_adhesion,GO:0008201:heparin_binding,GO:0008284:positive_regulation_of_cell_population_proliferation,GO:0010718:positive_regulation_of_epithelial_to_mesenchymal_transition,GO:0010862:positive_regulation_of_pathway-restricted_SMAD_protein_phosphorylation,GO:0030036:actin_cytoskeleton_organization,GO:0030155:regulation_of_cell_adhesion,GO:0030198:extracellular_matrix_organization,GO:0030199:collagen_fibril_organization,GO:0030334:regulation_of_cell_migration,GO:0030511:positive_regulation_of_transforming_growth_factor_beta_receptor_signaling_pathway,GO:0031012:extracellular_matrix,GO:0032963:collagen_metabolic_process,GO:0043506:regulation_of_JUN_kinase_activity,GO:0045595:regulation_of_cell_differentiation,GO:0048251:elastic_fiber_assembly,GO:0062023:collagen-containing_extracellular_matrix,GO:0070062:extracellular_exosome,GO:0090733:tenascin_complex,GO:0098609:cell-cell_adhesion,GO:0098633:collagen_fibril_binding,GO:1900748:positive_regulation_of_vascular_endothelial_growth_factor_signaling_pathway,GO:1901390:positive_regulation_of_transforming_growth_factor_beta_activation,GO:1904028:positive_regulation_of_collagen_fibril_organization,GO:1905935:positive_regulation_of_cell_fate_determination"
rs1150752,6:32096949-32096949,TNXB,ENSG00000168477,"GO:0005178:integrin_binding,GO:0005201:extracellular_matrix_structural_constituent,GO:0005515:protein_binding,GO:0005518:collagen_binding,GO:0005576:extracellular_region,GO:0005615:extracellular_space,GO:0006629:lipid_metabolic_process,GO:0006631:fatty_acid_metabolic_process,GO:0006641:triglyceride_metabolic_process,GO:0007155:cell_adhesion,GO:0007160:cell-matrix_adhesion,GO:0008201:heparin_binding,GO:0008284:positive_regulation_of_cell_population_proliferation,GO:0010718:positive_regulation_of_epithelial_to_mesenchymal_transition,GO:0010862:positive_regulation_of_pathway-restricted_SMAD_protein_phosphorylation,GO:0030036:actin_cytoskeleton_organization,GO:0030155:regulation_of_cell_adhesion,GO:0030198:extracellular_matrix_organization,GO:0030199:collagen_fibril_organization,GO:0030334:regulation_of_cell_migration,GO:0030511:positive_regulation_of_transforming_growth_factor_beta_receptor_signaling_pathway,GO:0031012:extracellular_matrix,GO:0032963:collagen_metabolic_process,GO:0043506:regulation_of_JUN_kinase_activity,GO:0045595:regulation_of_cell_differentiation,GO:0048251:elastic_fiber_assembly,GO:0062023:collagen-containing_extracellular_matrix,GO:0070062:extracellular_exosome,GO:0090733:tenascin_complex,GO:0098609:cell-cell_adhesion,GO:0098633:collagen_fibril_binding,GO:1900748:positive_regulation_of_vascular_endothelial_growth_factor_signaling_pathway,GO:1901390:positive_regulation_of_transforming_growth_factor_beta_activation,GO:1904028:positive_regulation_of_collagen_fibril_organization,GO:1905935:positive_regulation_of_cell_fate_determination"
rs3130297,6:32231204-32231204,-,-,-
rs869165433,6:32234427-32234427,-,-,-
rs3134938,6:32238711-32238711,-,-,-
rs1265757,6:32334605-32334605,TSBP1,ENSG00000204296,"GO:0005634:nucleus,GO:0016020:membrane"
rs926592,6:32337881-32337881,TSBP1,ENSG00000204296,"GO:0005634:nucleus,GO:0016020:membrane"
rs1980493,6:32395438-32395438,BTNL2,ENSG00000204290,"GO:0005102:signaling_receptor_binding,GO:0016020:membrane,GO:0032743:positive_regulation_of_interleukin-2_production,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway"
rs3806155,6:32405601-32405601,BTNL2,ENSG00000204290,"GO:0005102:signaling_receptor_binding,GO:0016020:membrane,GO:0032743:positive_regulation_of_interleukin-2_production,GO:0042102:positive_regulation_of_T_cell_proliferation,GO:0050860:negative_regulation_of_T_cell_receptor_signaling_pathway"
rs3135365,6:32421478-32421478,-,-,-
rs9268576,6:32427864-32427864,-,-,-
rs9268645,6:32440750-32440750,HLA-DRA,ENSG00000204287,"GO:0000139:Golgi_membrane,GO:0001772:immunological_synapse,GO:0001916:positive_regulation_of_T_cell_mediated_cytotoxicity,GO:0002250:adaptive_immune_response,GO:0002376:immune_system_process,GO:0002469:myeloid_dendritic_cell_antigen_processing_and_presentation,GO:0002491:antigen_processing_and_presentation_of_endogenous_peptide_antigen_via_MHC_class_II,GO:0002503:peptide_antigen_assembly_with_MHC_class_II_protein_complex,GO:0002504:antigen_processing_and_presentation_of_peptide_or_polysaccharide_antigen_via_MHC_class_II,GO:0005515:protein_binding,GO:0005764:lysosome,GO:0005765:lysosomal_membrane,GO:0005768:endosome,GO:0005783:endoplasmic_reticulum,GO:0005789:endoplasmic_reticulum_membrane,GO:0005886:plasma_membrane,GO:0006955:immune_response,GO:0009986:cell_surface,GO:0012507:ER_to_Golgi_transport_vesicle_membrane,GO:0016020:membrane,GO:0019882:antigen_processing_and_presentation,GO:0019886:antigen_processing_and_presentation_of_exogenous_peptide_antigen_via_MHC_class_II,GO:0023026:MHC_class_II_protein_complex_binding,GO:0030247:polysaccharide_binding,GO:0030658:transport_vesicle_membrane,GO:0030666:endocytic_vesicle_membrane,GO:0030669:clathrin-coated_endocytic_vesicle_membrane,GO:0031410:cytoplasmic_vesicle,GO:0031901:early_endosome_membrane,GO:0031902:late_endosome_membrane,GO:0032395:MHC_class_II_receptor_activity,GO:0032588:trans-Golgi_network_membrane,GO:0032831:positive_regulation_of_CD4-positive_-_CD25-positive_-_alpha-beta_regulatory_T_cell_differentiation,GO:0042605:peptide_antigen_binding,GO:0042608:T_cell_receptor_binding,GO:0042613:MHC_class_II_protein_complex,GO:0043382:positive_regulation_of_memory_T_cell_differentiation,GO:0045622:regulation_of_T-helper_cell_differentiation,GO:0050870:positive_regulation_of_T_cell_activation,GO:0050890:cognition,GO:0070062:extracellular_exosome,GO:0098553:lumenal_side_of_endoplasmic_reticulum_membrane,GO:2000516:positive_regulation_of_CD4-positive_-_alpha-beta_T_cell_activation"
rs9269032,6:32469977-32469977,HLA-DRB9,ENSG00000196301,-
