rsid	go	term
rs144833113	GO:0017080	sodium channel regulator activity
rs144833113	GO:0019870	potassium channel inhibitor activity
rs144833113	GO:0019871	sodium channel inhibitor activity
rs144833113	GO:0031647	regulation of protein stability
rs144833113	GO:0048814	regulation of dendrite morphogenesis
rs144833113	GO:0070936	protein K48-linked ubiquitination
rs144833113	GO:1901016	regulation of potassium ion transmembrane transporter activity
rs144833113	GO:1901017	negative regulation of potassium ion transmembrane transporter activity
rs144833113	GO:1901380	negative regulation of potassium ion transmembrane transport
rs144833113	GO:1902305	regulation of sodium ion transmembrane transport
rs144833113	GO:1902306	negative regulation of sodium ion transmembrane transport
rs144833113	GO:1903861	positive regulation of dendrite extension
rs144833113	GO:2000009	negative regulation of protein localization to cell surface
rs144833113	GO:2000650	negative regulation of sodium ion transmembrane transporter activity
rs144833113	GO:2001288	positive regulation of caveolin-mediated endocytosis
rs118037200	GO:0003308	negative regulation of Wnt signaling pathway involved in heart development
rs118037200	GO:0030010	establishment of cell polarity
rs118037200	GO:0055013	cardiac muscle cell development
rs118037200	GO:1905223	epicardium morphogenesis
rs1615504	GO:0002729	positive regulation of natural killer cell cytokine production
rs1615504	GO:0002860	positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target
rs1615504	GO:0002891	positive regulation of immunoglobulin mediated immune response
rs1615504	GO:0007155	cell adhesion
rs1615504	GO:0008037	cell recognition
rs1615504	GO:0033005	positive regulation of mast cell activation
rs1615504	GO:0050839	cell adhesion molecule binding
rs1615504	GO:0050862	positive regulation of T cell receptor signaling pathway
rs1615504	GO:0060369	positive regulation of Fc receptor mediated stimulatory signaling pathway
rs74956615	GO:0009055	electron transfer activity
rs74956615	GO:0016226	iron-sulfur cluster assembly
rs74956615	GO:0022900	electron transport chain
rs74956615	GO:0044571	[2Fe-2S] cluster assembly
rs74956615	GO:0044572	[4Fe-4S] cluster assembly
rs74956615	GO:0051353	positive regulation of oxidoreductase activity
rs74956615	GO:0051536	iron-sulfur cluster binding
rs74956615	GO:0051537	2 iron - 2 sulfur cluster binding
rs74956615	GO:0140647	P450-containing electron transport chain
rs74956615	GO:1990229	iron-sulfur cluster assembly complex
rs34536443	GO:0004715	non-membrane spanning protein tyrosine kinase activity
rs34536443	GO:0005126	cytokine receptor binding
rs34536443	GO:0005131	growth hormone receptor binding
rs34536443	GO:0031702	type 1 angiotensin receptor binding
rs34536443	GO:0038196	type III interferon signaling pathway
rs34536443	GO:0042022	interleukin-12 receptor complex
rs34536443	GO:0051142	positive regulation of NK T cell proliferation
rs34536443	GO:0051239	regulation of multicellular organismal process
rs34536443	GO:0060333	interferon-gamma-mediated signaling pathway
rs34536443	GO:0060337	type I interferon signaling pathway
rs34536443	GO:0060397	growth hormone receptor signaling pathway via JAK-STAT
rs34536443	GO:0072536	interleukin-23 receptor complex
rs34536443	GO:0098586	cellular response to virus
rs563597519	GO:2000321	positive regulation of T-helper 17 cell differentiation
rs425105	GO:0001525	angiogenesis
rs425105	GO:0005080	protein kinase C binding
rs425105	GO:0018107	peptidyl-threonine phosphorylation
rs425105	GO:0030148	sphingolipid biosynthetic process
rs425105	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway
rs425105	GO:0032757	positive regulation of interleukin-8 production
rs425105	GO:0033138	positive regulation of peptidyl-serine phosphorylation
rs425105	GO:0035924	cellular response to vascular endothelial growth factor stimulus
rs425105	GO:0036211	protein modification process
rs425105	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway
rs425105	GO:0043536	positive regulation of blood vessel endothelial cell migration
rs425105	GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway
rs425105	GO:0048010	vascular endothelial growth factor receptor signaling pathway
rs425105	GO:0061154	endothelial tube morphogenesis
rs425105	GO:0070232	regulation of T cell apoptotic process
rs425105	GO:0089700	protein kinase D signaling
rs425105	GO:1901727	positive regulation of histone deacetylase activity
rs425105	GO:1902533	positive regulation of intracellular signal transduction
rs425105	GO:2000573	positive regulation of DNA biosynthetic process
rs425105	GO:2001028	positive regulation of endothelial cell chemotaxis
rs553696081	GO:0004027	alcohol sulfotransferase activity
rs553696081	GO:0006068	ethanol catabolic process
rs553696081	GO:0006805	xenobiotic metabolic process
rs553696081	GO:0008146	sulfotransferase activity
rs553696081	GO:0016042	lipid catabolic process
rs553696081	GO:0030573	bile acid catabolic process
rs553696081	GO:0042403	thyroid hormone metabolic process
rs553696081	GO:0047704	bile-salt sulfotransferase activity
rs553696081	GO:0050294	steroid sulfotransferase activity
rs553696081	GO:0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process
rs553696081	GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding
rs553696081	GO:0051923	sulfation
rs516246	GO:0001936	regulation of endothelial cell proliferation
rs516246	GO:0006486	protein glycosylation
rs516246	GO:0006664	glycolipid metabolic process
rs516246	GO:0008107	galactoside 2-alpha-L-fucosyltransferase activity
rs516246	GO:0008417	fucosyltransferase activity
rs516246	GO:0009312	oligosaccharide biosynthetic process
rs516246	GO:0031127	alpha-(1-2)-fucosyltransferase activity
rs516246	GO:0032580	Golgi cisterna membrane
rs516246	GO:0036065	fucosylation
rs516246	GO:0042355	L-fucose catabolic process
rs185443605	GO:0035360	positive regulation of peroxisome proliferator activated receptor signaling pathway
rs185443605	GO:0035517	PR-DUB complex
rs185443605	GO:0042975	peroxisome proliferator activated receptor binding
rs143757929	GO:0030036	actin cytoskeleton organization
rs143757929	GO:0031941	filamentous actin
rs7583877	GO:0032783	super elongation complex
rs7583877	GO:0034612	response to tumor necrosis factor
rs7583877	GO:0035116	embryonic hindlimb morphogenesis
rs4849135	GO:0003997	acyl-CoA oxidase activity
rs4849135	GO:0005504	fatty acid binding
rs4849135	GO:0005777	peroxisome
rs4849135	GO:0005782	peroxisomal matrix
rs4849135	GO:0006635	fatty acid beta-oxidation
rs4849135	GO:0016627	oxidoreductase activity - acting on the CH-CH group of donors
rs4849135	GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase
rs4849135	GO:0050660	flavin adenine dinucleotide binding
rs4849135	GO:0055088	lipid homeostasis
rs4849135	GO:0071949	FAD binding
rs520449	GO:0099180	zinc ion import into synaptic vesicle
rs6430545	GO:0001760	aminocarboxymuconate-semialdehyde decarboxylase activity
rs6430545	GO:0006569	tryptophan catabolic process
rs6430545	GO:0016829	lyase activity
rs6430545	GO:0016831	carboxy-lyase activity
rs6430545	GO:0019748	secondary metabolic process
rs6430545	GO:1904985	negative regulation of quinolinate biosynthetic process
rs6430545	GO:1905004	picolinic acid biosynthetic process
rs6430545	GO:1905012	regulation of 'de novo' NAD biosynthetic process from tryptophan
rs1979033	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
rs1979033	GO:0000307	cyclin-dependent protein kinase holoenzyme complex
rs1979033	GO:0007519	skeletal muscle tissue development
rs1979033	GO:0008024	cyclin/CDK positive transcription elongation factor complex
rs1979033	GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity
rs1979033	GO:0019085	early viral transcription
rs1979033	GO:0019086	late viral transcription
rs1979033	GO:0032786	positive regulation of DNA-templated transcription - elongation
rs1979033	GO:0032968	positive regulation of transcription elongation by RNA polymerase II
rs1979033	GO:0043923	positive regulation by host of viral transcription
rs1979033	GO:0061575	cyclin-dependent protein serine/threonine kinase activator activity
rs1979033	GO:0097322	7SK snRNA binding
rs1979033	GO:1903654	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter
rs1979033	GO:1903655	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter
rs7570971	GO:0005811	lipid droplet
rs7570971	GO:0021854	hypothalamus development
rs7570971	GO:0031267	small GTPase binding
rs7570971	GO:0034389	lipid droplet organization
rs7570971	GO:0043087	regulation of GTPase activity
rs7570971	GO:0048172	regulation of short-term neuronal synaptic plasticity
rs7570971	GO:0061646	positive regulation of glutamate neurotransmitter secretion in response to membrane depolarization
rs7570971	GO:0071782	endoplasmic reticulum tubular network
rs7570971	GO:0097051	establishment of protein localization to endoplasmic reticulum membrane
rs7570971	GO:1903061	positive regulation of protein lipidation
rs7570971	GO:1903233	regulation of calcium ion-dependent exocytosis of neurotransmitter
rs7570971	GO:1903373	positive regulation of endoplasmic reticulum tubular network organization
rs7570971	GO:2000786	positive regulation of autophagosome assembly
rs1375131	GO:0004518	nuclease activity
rs1375131	GO:0004519	endonuclease activity
rs1375131	GO:0004520	endodeoxyribonuclease activity
rs1375131	GO:0008152	metabolic process
rs1375131	GO:0009411	response to UV
rs1375131	GO:0031297	replication fork processing
rs1375131	GO:0036292	DNA rewinding
rs1375131	GO:0036310	ATP-dependent DNA/DNA annealing activity
rs1375131	GO:0043596	nuclear replication fork
rs1375131	GO:0045910	negative regulation of DNA recombination
rs1375131	GO:0048478	replication fork protection
rs1375131	GO:0070530	K63-linked polyubiquitin modification-dependent protein binding
rs1375131	GO:0090305	nucleic acid phosphodiester bond hydrolysis
rs1375131	GO:0140658	ATP-dependent chromatin remodeler activity
rs13404551	GO:0004046	aminoacylase activity
rs13404551	GO:0004812	aminoacyl-tRNA ligase activity
rs13404551	GO:0004815	aspartate-tRNA ligase activity
rs13404551	GO:0006412	translation
rs13404551	GO:0006418	tRNA aminoacylation for protein translation
rs13404551	GO:0006422	aspartyl-tRNA aminoacylation
rs13404551	GO:0016874	ligase activity
rs13404551	GO:0017101	aminoacyl-tRNA synthetase multienzyme complex
rs34800387	GO:0031532	actin cytoskeleton reorganization
rs192324744	GO:0005041	low-density lipoprotein particle receptor activity
rs17206992	GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity
rs17206992	GO:0006493	protein O-linked glycosylation
rs17206992	GO:0016266	O-glycan processing
rs17206992	GO:0018242	protein O-linked glycosylation via serine
rs17206992	GO:0018243	protein O-linked glycosylation via threonine
rs77155259	GO:0005452	solute
rs77155259	GO:0006820	anion transport
rs77155259	GO:0006821	chloride transport
rs77155259	GO:0006885	regulation of pH
rs77155259	GO:0008510	sodium
rs77155259	GO:0015297	antiporter activity
rs77155259	GO:0015701	bicarbonate transport
rs77155259	GO:0021860	pyramidal neuron development
rs77155259	GO:0022857	transmembrane transporter activity
rs77155259	GO:0030641	regulation of cellular pH
rs77155259	GO:0035641	locomotory exploration behavior
rs77155259	GO:0035725	sodium ion transmembrane transport
rs77155259	GO:0036477	somatodendritic compartment
rs77155259	GO:0043679	axon terminus
rs77155259	GO:0048854	brain morphogenesis
rs77155259	GO:0050801	ion homeostasis
rs77155259	GO:0051453	regulation of intracellular pH
rs77155259	GO:0097440	apical dendrite
rs77155259	GO:0097441	basal dendrite
rs77155259	GO:0097442	CA3 pyramidal cell dendrite
rs77155259	GO:0098793	presynapse
rs77155259	GO:0140892	
rs77155259	GO:1902600	proton transmembrane transport
rs1990760	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway
rs1990760	GO:0009597	detection of virus
rs1990760	GO:0016925	protein sumoylation
rs1990760	GO:0034344	regulation of type III interferon production
rs1990760	GO:0039530	MDA-5 signaling pathway
rs1990760	GO:0043021	ribonucleoprotein complex binding
rs1990760	GO:0045071	negative regulation of viral genome replication
rs1990760	GO:0051607	defense response to virus
rs1990760	GO:0140374	antiviral innate immune response
rs984971	GO:0005242	inward rectifier potassium channel activity
rs984971	GO:0007623	circadian rhythm
rs60587303	GO:0002021	response to dietary excess
rs60587303	GO:0010820	positive regulation of T cell chemotaxis
rs60587303	GO:0019898	extrinsic component of membrane
rs60587303	GO:0032414	positive regulation of ion transmembrane transporter activity
rs60587303	GO:0035865	cellular response to potassium ion
rs60587303	GO:0036438	maintenance of lens transparency
rs60587303	GO:0038146	chemokine (C-X-C motif) ligand 12 signaling pathway
rs60587303	GO:0043268	positive regulation of potassium ion transport
rs60587303	GO:0050727	regulation of inflammatory response
rs60587303	GO:0071476	cellular hypotonic response
rs60587303	GO:0090188	negative regulation of pancreatic juice secretion
rs60587303	GO:1900745	positive regulation of p38MAPK cascade
rs60587303	GO:1904044	response to aldosterone
rs60587303	GO:1905408	negative regulation of creatine transmembrane transporter activity
rs7582694	GO:0090575	RNA polymerase II transcription regulator complex
rs926169	GO:0042129	regulation of T cell proliferation
rs3087243	GO:0045334	clathrin-coated endocytic vesicle
rs3087243	GO:0045590	negative regulation of regulatory T cell differentiation
rs3087243	GO:0050777	negative regulation of immune response
rs3087243	GO:0098636	protein complex involved in cell adhesion
rs3087243	GO:0110165	cellular anatomical entity
rs7588550	GO:0001755	neural crest cell migration
rs7588550	GO:0004714	transmembrane receptor protein tyrosine kinase activity
rs7588550	GO:0005006	epidermal growth factor receptor activity
rs7588550	GO:0005154	epidermal growth factor receptor binding
rs7588550	GO:0007173	epidermal growth factor receptor signaling pathway
rs7588550	GO:0007416	synapse assembly
rs7588550	GO:0007595	lactation
rs7588550	GO:0016477	cell migration
rs7588550	GO:0021551	central nervous system morphogenesis
rs7588550	GO:0021889	olfactory bulb interneuron differentiation
rs7588550	GO:0030334	regulation of cell migration
rs7588550	GO:0038127	ERBB signaling pathway
rs7588550	GO:0038130	ERBB4 signaling pathway
rs7588550	GO:0038135	ERBB2-ERBB4 signaling pathway
rs7588550	GO:0038138	ERBB4-ERBB4 signaling pathway
rs7588550	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity
rs7588550	GO:0043653	mitochondrial fragmentation involved in apoptotic process
rs7588550	GO:0050811	GABA receptor binding
rs7588550	GO:0060045	positive regulation of cardiac muscle cell proliferation
rs7588550	GO:0060644	mammary gland epithelial cell differentiation
rs7588550	GO:0060749	mammary gland alveolus development
rs7588550	GO:0061026	cardiac muscle tissue regeneration
rs7588550	GO:0072046	establishment of planar polarity involved in nephron morphogenesis
rs7588550	GO:0098982	GABA-ergic synapse
rs7588550	GO:0099645	neurotransmitter receptor localization to postsynaptic specialization membrane
rs7588550	GO:2000010	positive regulation of protein localization to cell surface
rs13018977	GO:0005819	spindle
rs13018977	GO:0005938	cell cortex
rs13018977	GO:0005940	septin ring
rs13018977	GO:0007224	smoothened signaling pathway
rs13018977	GO:0017157	regulation of exocytosis
rs13018977	GO:0030496	midbody
rs13018977	GO:0031105	septin complex
rs13018977	GO:0032153	cell division site
rs13018977	GO:0032154	cleavage furrow
rs13018977	GO:0060170	ciliary membrane
rs13018977	GO:0060271	cilium assembly
rs13018977	GO:0061640	cytoskeleton-dependent cytokinesis
rs13018977	GO:0097227	sperm annulus
rs13018977	GO:0097730	non-motile cilium
rs10933559	GO:0016322	neuron remodeling
rs10933559	GO:0016601	Rac protein signal transduction
rs10933559	GO:0022405	hair cycle process
rs10933559	GO:0033623	regulation of integrin activation
rs10933559	GO:0071526	semaphorin-plexin signaling pathway
rs10933559	GO:0071800	podosome assembly
rs6055069	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide
rs2281808	GO:0022409	positive regulation of cell-cell adhesion
rs2281808	GO:0050766	positive regulation of phagocytosis
rs74203920	GO:0001673	male germ cell nucleus
rs74203920	GO:0001674	female germ cell nucleus
rs74203920	GO:0002458	peripheral T cell tolerance induction
rs74203920	GO:0002509	central tolerance induction to self antigen
rs74203920	GO:0042393	histone binding
rs74203920	GO:0045060	negative thymic T cell selection
rs74203920	GO:0045182	translation regulator activity
rs74203920	GO:0097536	thymus epithelium morphogenesis
rs74203920	GO:2000410	regulation of thymocyte migration
rs428595	GO:0000413	protein peptidyl-prolyl isomerization
rs428595	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
rs428595	GO:0006457	protein folding
rs428595	GO:0034450	ubiquitin-ubiquitin ligase activity
rs428595	GO:0071013	catalytic step 2 spliceosome
rs373009901	GO:0002029	desensitization of G protein-coupled receptor signaling pathway
rs373009901	GO:0004703	G protein-coupled receptor kinase activity
rs373009901	GO:0009966	regulation of signal transduction
rs373009901	GO:0031623	receptor internalization
rs373009901	GO:0047696	beta-adrenergic receptor kinase activity
rs4820830	GO:0000795	synaptonemal complex
rs4820830	GO:0051177	meiotic sister chromatid cohesion
rs4820830	GO:0051321	meiotic cell cycle
rs229533	GO:0005581	collagen trimer
rs73018809	GO:0005643	nuclear pore
rs73018809	GO:0006913	nucleocytoplasmic transport
rs73018809	GO:0031965	nuclear membrane
rs11130569	GO:0007266	Rho protein signal transduction
rs11130569	GO:0035025	positive regulation of Rho protein signal transduction
rs11130569	GO:0051056	regulation of small GTPase mediated signal transduction
rs62251992	GO:0001726	ruffle
rs62251992	GO:0006606	protein import into nucleus
rs62251992	GO:0010762	regulation of fibroblast migration
rs62251992	GO:0012506	vesicle membrane
rs62251992	GO:0023052	signaling
rs62251992	GO:0032009	early phagosome
rs62251992	GO:0033211	adiponectin-activated signaling pathway
rs62251992	GO:0034143	regulation of toll-like receptor 4 signaling pathway
rs62251992	GO:0035091	phosphatidylinositol binding
rs62251992	GO:0043422	protein kinase B binding
rs62251992	GO:0044354	macropinosome
rs62251992	GO:0045088	regulation of innate immune response
rs62251992	GO:0045335	phagocytic vesicle
rs62251992	GO:0046324	regulation of glucose import
rs62251992	GO:0048023	positive regulation of melanin biosynthetic process
rs62251992	GO:0048487	beta-tubulin binding
rs62251992	GO:0097708	intracellular vesicle
rs62251992	GO:0099558	maintenance of synapse structure
rs62251992	GO:1900017	positive regulation of cytokine production involved in inflammatory response
rs62251992	GO:1905303	positive regulation of macropinocytosis
rs62251992	GO:1905450	negative regulation of Fc-gamma receptor signaling pathway involved in phagocytosis
rs62251992	GO:2000045	regulation of G1/S transition of mitotic cell cycle
rs11705721	GO:0032780	negative regulation of ATP-dependent activity
rs11705721	GO:0043271	negative regulation of ion transport
rs111821448	GO:0010470	regulation of gastrulation
rs111821448	GO:0010717	regulation of epithelial to mesenchymal transition
rs111821448	GO:0031252	cell leading edge
rs111821448	GO:0045180	basal cortex
rs111821448	GO:0051497	negative regulation of stress fiber assembly
rs111821448	GO:0051895	negative regulation of focal adhesion assembly
rs111821448	GO:0070507	regulation of microtubule cytoskeleton organization
rs111821448	GO:1903690	negative regulation of wound healing - spreading of epidermal cells
rs111821448	GO:1904261	positive regulation of basement membrane assembly involved in embryonic body morphogenesis
rs113881148	GO:0004143	diacylglycerol kinase activity
rs113881148	GO:0006111	regulation of gluconeogenesis
rs113881148	GO:0006654	phosphatidic acid biosynthetic process
rs113881148	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway
rs113881148	GO:0008277	regulation of G protein-coupled receptor signaling pathway
rs113881148	GO:0010801	negative regulation of peptidyl-threonine phosphorylation
rs113881148	GO:0019933	cAMP-mediated signaling
rs113881148	GO:0033198	response to ATP
rs113881148	GO:0043274	phospholipase binding
rs113881148	GO:0046339	diacylglycerol metabolic process
rs113881148	GO:0046486	glycerolipid metabolic process
rs113881148	GO:0046834	lipid phosphorylation
rs113881148	GO:0051591	response to cAMP
rs113881148	GO:0070493	thrombin-activated receptor signaling pathway
rs113881148	GO:0070528	protein kinase C signaling
rs113881148	GO:0090181	regulation of cholesterol metabolic process
rs113881148	GO:1900242	regulation of synaptic vesicle endocytosis
rs113881148	GO:1903432	regulation of TORC1 signaling
rs113881148	GO:2000064	regulation of cortisol biosynthetic process
rs113881148	GO:2000182	regulation of progesterone biosynthetic process
rs139881548	GO:0001505	regulation of neurotransmitter levels
rs139881548	GO:0004890	GABA-A receptor activity
rs139881548	GO:0005230	extracellular ligand-gated ion channel activity
rs139881548	GO:0005231	excitatory extracellular ligand-gated ion channel activity
rs139881548	GO:0005237	inhibitory extracellular ligand-gated ion channel activity
rs139881548	GO:0005254	chloride channel activity
rs139881548	GO:0007214	gamma-aminobutyric acid signaling pathway
rs139881548	GO:0008503	benzodiazepine receptor activity
rs139881548	GO:0022851	GABA-gated chloride ion channel activity
rs139881548	GO:0030594	neurotransmitter receptor activity
rs139881548	GO:0032590	dendrite membrane
rs139881548	GO:0034707	chloride channel complex
rs139881548	GO:0050877	nervous system process
rs139881548	GO:0051932	synaptic transmission - GABAergic
rs139881548	GO:0060077	inhibitory synapse
rs139881548	GO:0099505	regulation of presynaptic membrane potential
rs139881548	GO:0099507	ligand-gated ion channel activity involved in regulation of presynaptic membrane potential
rs139881548	GO:0099634	postsynaptic specialization membrane
rs139881548	GO:1902476	chloride transmembrane transport
rs139881548	GO:1902711	GABA-A receptor complex
rs139881548	GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential
rs139881548	GO:1904862	inhibitory synapse assembly
rs34459306	GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
rs34459306	GO:0008066	glutamate receptor activity
rs34459306	GO:0008104	protein localization
rs34459306	GO:0008328	ionotropic glutamate receptor complex
rs34459306	GO:0021707	cerebellar granule cell differentiation
rs34459306	GO:0035249	synaptic transmission - glutamatergic
rs34459306	GO:0060134	prepulse inhibition
rs34459306	GO:0098688	parallel fiber to Purkinje cell synapse
rs34459306	GO:0099151	regulation of postsynaptic density assembly
rs34459306	GO:1900454	positive regulation of long-term synaptic depression
rs34459306	GO:1904861	excitatory synapse assembly
rs146172950	GO:0016180	snRNA processing
rs146172950	GO:0032039	integrator complex
rs146172950	GO:0034243	regulation of transcription elongation by RNA polymerase II
rs146172950	GO:0034472	snRNA 3'-end processing
rs17388568	GO:0003726	double-stranded RNA adenosine deaminase activity
rs17388568	GO:0004000	adenosine deaminase activity
rs17388568	GO:0006382	adenosine to inosine editing
rs17388568	GO:0006396	RNA processing
rs17388568	GO:0007286	spermatid development
rs17388568	GO:0008251	tRNA-specific adenosine deaminase activity
rs2069762	GO:0001933	negative regulation of protein phosphorylation
rs2069762	GO:0002366	leukocyte activation involved in immune response
rs2069762	GO:0002903	negative regulation of B cell apoptotic process
rs2069762	GO:0007260	tyrosine phosphorylation of STAT protein
rs2069762	GO:0019209	kinase activator activity
rs2069762	GO:0031851	kappa-type opioid receptor binding
rs2069762	GO:0034105	positive regulation of tissue remodeling
rs2069762	GO:0043208	glycosphingolipid binding
rs2069762	GO:0045822	negative regulation of heart contraction
rs2069762	GO:0048304	positive regulation of isotype switching to IgG isotypes
rs2069762	GO:0060999	positive regulation of dendritic spine development
rs2069762	GO:2000320	negative regulation of T-helper 17 cell differentiation
rs34740712	GO:0009953	dorsal/ventral pattern formation
rs34740712	GO:0016485	protein processing
rs34740712	GO:0030199	collagen fibril organization
rs11725853	GO:0005887	integral component of plasma membrane
rs11725853	GO:0007218	neuropeptide signaling pathway
rs11725853	GO:0016594	glycine binding
rs11725853	GO:0016934	extracellularly glycine-gated chloride channel activity
rs11725853	GO:0016935	glycine-gated chloride channel complex
rs11725853	GO:0022824	transmitter-gated ion channel activity
rs11725853	GO:0022852	glycine-gated chloride ion channel activity
rs11725853	GO:0060012	synaptic transmission - glycinergic
rs6897932	GO:0000018	regulation of DNA recombination
rs6897932	GO:0001782	B cell homeostasis
rs6897932	GO:0001915	negative regulation of T cell mediated cytotoxicity
rs6897932	GO:0004917	interleukin-7 receptor activity
rs6897932	GO:0008361	regulation of cell size
rs6897932	GO:0038111	interleukin-7-mediated signaling pathway
rs6897932	GO:0048535	lymph node development
rs6897932	GO:1904894	positive regulation of receptor signaling pathway via STAT
rs114378220	GO:0001650	fibrillar center
rs114378220	GO:0004683	calmodulin-dependent protein kinase activity
rs114378220	GO:0007616	long-term memory
rs114378220	GO:0009931	calcium-dependent protein serine/threonine kinase activity
rs114378220	GO:0033081	regulation of T cell differentiation in thymus
rs114378220	GO:0045670	regulation of osteoclast differentiation
rs17166496	GO:0030141	secretory granule
rs17166496	GO:0031549	negative regulation of brain-derived neurotrophic factor receptor signaling pathway
rs17166496	GO:0048403	brain-derived neurotrophic factor binding
rs17166496	GO:0048670	regulation of collateral sprouting
rs17166496	GO:0048671	negative regulation of collateral sprouting
rs17166496	GO:0061000	negative regulation of dendritic spine development
rs574480779	GO:0005875	microtubule associated complex
rs574480779	GO:0007052	mitotic spindle organization
rs574480779	GO:0051231	spindle elongation
rs574480779	GO:0051256	mitotic spindle midzone assembly
rs1050979	GO:0032733	positive regulation of interleukin-10 production
rs1050979	GO:0034122	negative regulation of toll-like receptor signaling pathway
rs1050979	GO:0043388	positive regulation of DNA binding
rs1050979	GO:0043966	histone H3 acetylation
rs1050979	GO:0043967	histone H4 acetylation
rs1050979	GO:0120162	positive regulation of cold-induced thermogenesis
rs116418977	GO:0007015	actin filament organization
rs116418977	GO:0030027	lamellipodium
rs116418977	GO:0030032	lamellipodium assembly
rs116418977	GO:0030838	positive regulation of actin filament polymerization
rs116418977	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation
rs116418977	GO:0044351	macropinocytosis
rs116418977	GO:0046415	urate metabolic process
rs116418977	GO:0051496	positive regulation of stress fiber assembly
rs116418977	GO:0051638	barbed-end actin filament uncapping
rs116418977	GO:0051639	actin filament network formation
rs116418977	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
rs116418977	GO:1902745	positive regulation of lamellipodium organization
rs116418977	GO:2000813	negative regulation of barbed-end actin filament capping
rs13201341	GO:0005436	sodium
rs13201341	GO:0006817	phosphate ion transport
rs13201341	GO:0015114	phosphate ion transmembrane transporter activity
rs13201341	GO:0015136	sialic acid transmembrane transporter activity
rs13201341	GO:0015739	sialic acid transport
rs13201341	GO:0015747	urate transport
rs13201341	GO:0035435	phosphate ion transmembrane transport
rs13211947	GO:0008308	voltage-gated anion channel activity
rs13211947	GO:0015143	urate transmembrane transporter activity
rs13211947	GO:0015562	efflux transmembrane transporter activity
rs13211947	GO:0015711	organic anion transport
rs13211947	GO:0015760	glucose-6-phosphate transport
rs13211947	GO:0019534	toxin transmembrane transporter activity
rs13211947	GO:0031526	brush border membrane
rs13211947	GO:0042910	xenobiotic transmembrane transporter activity
rs13211947	GO:1901998	toxin transport
rs13211947	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane
rs3884025	GO:0006796	phosphate-containing compound metabolic process
rs34961555	GO:0002227	innate immune response in mucosa
rs34961555	GO:0006334	nucleosome assembly
rs34961555	GO:0019731	antibacterial humoral response
rs34961555	GO:0030527	structural constituent of chromatin
rs34961555	GO:0043229	intracellular organelle
rs55706012	GO:0032200	telomere organization
rs55706012	GO:0040029	epigenetic regulation of gene expression
rs75782365	GO:0005102	signaling receptor binding
rs34788973	GO:0004984	olfactory receptor activity
rs34788973	GO:0007608	sensory perception of smell
rs34788973	GO:0050911	detection of chemical stimulus involved in sensory perception of smell
rs13198809	GO:0007040	lysosome organization
rs13198809	GO:2000773	negative regulation of cellular senescence
rs413670	GO:0032446	protein modification by small protein conjugation
rs413670	GO:0034341	response to interferon-gamma
rs413670	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
rs413670	GO:0070628	proteasome binding
rs413670	GO:0070842	aggresome assembly
rs413670	GO:1901990	regulation of mitotic cell cycle phase transition
rs430133	GO:0043045	DNA methylation involved in embryo development
rs9260151	GO:0001916	positive regulation of T cell mediated cytotoxicity
rs9260151	GO:0002419	T cell mediated cytotoxicity directed against tumor cell target
rs9260151	GO:0002474	antigen processing and presentation of peptide antigen via MHC class I
rs9260151	GO:0002485	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway - TAP-dependent
rs9260151	GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway - TAP-independent
rs9260151	GO:0002726	positive regulation of T cell cytokine production
rs9260151	GO:0005797	Golgi medial cisterna
rs9260151	GO:0012507	ER to Golgi transport vesicle membrane
rs9260151	GO:0016045	detection of bacterium
rs9260151	GO:0019885	antigen processing and presentation of endogenous peptide antigen via MHC class I
rs9260151	GO:0030881	beta-2-microglobulin binding
rs9260151	GO:0036037	CD8-positive - alpha-beta T cell activation
rs9260151	GO:0042270	protection from natural killer cell mediated cytotoxicity
